Unnamed: 0,Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,R2TotalmCGRate,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Dnmt3a_g1,Dnmt3a_g2,Foxg1_g1,Foxg1_g2,Safe_g1,Safe_g2,Total_grna,Dnmt3a_total,Foxg1_total,Safe_total,assign_ident
568,S1,A1,5,D9,8,3,S1,A1,5,D9,8,3,3735.0,599.0,2.0,1.0,72.0,20.0,103.0,130.0,457.0,95.0,26.0,70.0,0.0,96.0,848.0,3192.0,379745.0,0.8546184738955823,2138,67.0,763,291,0,0,1175,963,50865,75.1,1.6,1.5,1921,1554,0.808954,367,3735.0,689.0,37.0,0.0,7.0,48.0,492.0,0.0,145.0,0.0,65.0,20.0,0.0,17.0,1837.0,3205.0,407330.0,0.85809906291834,2001,62.4,991,213,1084,917,0,0,52635,2.5,2.4,1762,1481,0.840522,281,75.0,208.0,15445.0,0.0134671414697313,486.0,690.0,0.7043478260869566,0.0,1092.0,0.0,2.3623168172031e-05,0.0,0.0,641.0,0.9891975308641976,32,32,72,0.4444444444444444,3735,1.6277452582941695e-05,2,0.085809906291834,0.0085676037483266,0.0869565217391304,,,,,,,,,,,
569,S1,A1,5,E10,9,4,S1,A1,5,E10,9,4,6221.0,1062.0,23.0,0.0,167.0,2.0,102.0,319.0,712.0,196.0,6.0,155.0,0.0,181.0,2006.0,5176.0,620438.0,0.8320205754701816,3648,70.5,1048,480,0,0,1664,1984,92253,72.7,0.5,0.3,3259,2672,0.819883,587,6221.0,1173.0,119.0,0.0,2.0,138.0,699.0,1.0,119.0,0.0,120.0,8.0,0.0,10.0,2677.0,5212.0,668112.0,0.8378074264587687,3399,65.2,1403,410,1676,1723,0,0,88583,1.2,1.1,2991,2527,0.844868,464,72.4,93.0,26517.0,0.0035071840705962,777.0,1130.0,0.6876106194690266,4.0,1872.0,0.0021367521367521,3.969760024643176e-05,0.0,33.0,1043.0,0.9923882017126546,21,21,58,0.3620689655172414,6221,2.7111655292765805e-05,4,0.0838289664041151,0.0033756630766757,0.0357142857142857,,,,,,,,,,,
570,S1,A1,5,E21,20,4,S1,A1,5,E21,20,4,2348466.0,169509.0,8365.0,547.0,58939.0,5802.0,70689.0,129458.0,270861.0,98667.0,102474.0,60875.0,70.0,63286.0,665150.0,2106358.0,251345699.0,0.8969080242166588,1356765,64.4,588615,160978,0,0,678365,678400,32771481,72.0,10.8,11.4,1231349,1005747,0.816785,225602,2348466.0,214318.0,41087.0,57.0,7638.0,47808.0,278867.0,425.0,71676.0,4774.0,74368.0,72243.0,14.0,7973.0,1158276.0,2139711.0,272022918.0,0.9111100607801008,1252813,58.6,751950,134948,623818,628995,0,0,32264536,12.5,12.5,1052491,881434,0.837474,171057,72.2,46345.0,8470756.0,0.0054711763625348,251133.0,384224.0,0.6536109144665612,2347.0,589349.0,0.0039823601974381,0.0126233549896093,0.0,105.0,341638.0,0.8612889156681179,165997,192606,207529,0.928091977506758,2348466,0.0102348176593442,2985,0.0727364160264615,0.0820135356441183,0.8537386470924588,,,,,,,,,,,
571,S1,A1,5,E22,21,4,S1,A1,5,E22,21,4,3627907.0,442524.0,24185.0,1416.0,78022.0,15187.0,101470.0,172574.0,336357.0,131383.0,184795.0,124533.0,183.0,83997.0,1287794.0,3029798.0,360123719.0,0.8351366228516883,2013466,66.5,799332,217000,0,0,1006962,1006504,47460502,84.3,25.0,26.4,1825506,1511825,0.828168,313681,3627907.0,515267.0,65414.0,324.0,19399.0,65544.0,353768.0,591.0,108983.0,4908.0,154086.0,98869.0,60.0,19550.0,1869560.0,3113518.0,392485555.0,0.8582132893704276,1882959,60.5,1052179,178380,945239,937720,0,0,47494931,27.5,27.4,1542422,1300402,0.843091,242020,84.4,357111.0,10142764.0,0.0352084500832317,351886.0,452733.0,0.7772484002712415,5185.0,697534.0,0.0074333294147668,0.0152086654624642,0.0,36.0,410471.0,0.7386544202727726,496644,581181,603373,0.9632200976841854,3627907,0.0158107320395775,4736,0.056571323355312,0.160197325896171,1.852771277918401,,,6.0,2.0,22.0,5.0,35.0,,8.0,27.0,Safe
572,S1,A1,5,E9,8,4,S1,A1,5,E9,8,4,3475.0,654.0,1.0,0.0,48.0,14.0,126.0,123.0,340.0,130.0,4.0,77.0,0.0,59.0,433.0,2897.0,346560.0,0.8336690647482015,2156,74.4,528,213,0,0,967,1189,50770,79.2,4.0,3.5,2041,1686,0.826066,355,3475.0,704.0,37.0,1.0,9.0,79.0,399.0,1.0,75.0,0.0,46.0,4.0,0.0,4.0,1044.0,2891.0,370457.0,0.8319424460431655,1938,67.0,733,220,857,1081,0,0,52785,3.1,5.9,1729,1464,0.846732,265,83.3,379.0,14719.0,0.0257490318635776,508.0,629.0,0.8076311605723371,5.0,963.0,0.0051921079958463,2.2602267068941345e-05,0.0,13.0,605.0,0.9758064516129032,64,64,92,0.6956521739130435,3475,1.5144350127368778e-05,4,0.0870503597122302,0.0184172661870503,0.1797752808988764,,,,,,,,,,,
573,S1,A1,5,F10,9,5,S1,A1,5,F10,9,5,11531.0,1039.0,15.0,1.0,166.0,12.0,343.0,433.0,1653.0,723.0,30.0,209.0,0.0,281.0,2743.0,10590.0,1268881.0,0.9183938947185848,7509,70.9,1889,1192,0,0,3767,3742,184940,75.0,1.4,1.7,6966,5656,0.811944,1310,11531.0,1303.0,281.0,0.0,13.0,241.0,1477.0,2.0,385.0,35.0,320.0,43.0,0.0,19.0,5906.0,10540.0,1345192.0,0.9140577573497528,7186,68.2,2437,917,3558,3628,0,0,186204,2.0,1.7,6109,5084,0.832215,1025,76.9,794.0,57230.0,0.0138738423903547,1771.0,2434.0,0.727608874281019,13.0,4007.0,0.0032443224357374,8.560556014437013e-05,0.0,33.0,2323.0,0.9948608137044967,30,30,99,0.303030303030303,11531,5.025309390465882e-05,6,0.1007284710779637,0.0026016824212991,0.022883295194508,,,,,,,,,,,
574,S1,A1,5,F21,20,5,S1,A1,5,F21,20,5,2867017.0,225836.0,12658.0,873.0,68571.0,7999.0,91233.0,141783.0,328119.0,128356.0,105700.0,63548.0,95.0,73765.0,838342.0,2585820.0,308557116.0,0.9019200095430198,1654997,64.0,744932,185891,0,0,819143,835854,39305442,77.5,14.4,14.6,1496057,1235584,0.825894,260473,2867017.0,283771.0,55544.0,44.0,11005.0,58356.0,331530.0,674.0,97657.0,4333.0,84455.0,46333.0,1.0,11252.0,1483101.0,2643928.0,335807049.0,0.9221877651928816,1539779,58.2,952913,151236,764616,775163,0,0,39058516,16.6,16.3,1280984,1080758,0.843694,200226,77.5,76720.0,9416605.0,0.0081473099912335,290929.0,413075.0,0.704300671790837,2799.0,638741.0,0.0043820578293862,0.0141702845404875,0.0,40.0,383439.0,0.8322983119129844,248376,292686,311280,0.94026599845798,2867017,0.0124947077033434,3345,0.0668707231244181,0.102087291425199,1.1236668535055323,11.0,,,,,,11.0,11.0,,,Dnmt3a
575,S1,A1,5,F22,21,5,S1,A1,5,F22,21,5,3725217.0,209981.0,17078.0,1000.0,90101.0,12522.0,118467.0,189939.0,406042.0,273538.0,194259.0,87449.0,139.0,93311.0,1177107.0,3374118.0,402718729.0,0.9057507253939836,2261274,67.0,867379,245465,0,0,1130591,1130683,53824703,82.3,16.2,17.1,2048047,1696724,0.82846,351323,3725217.0,288037.0,70866.0,436.0,16209.0,78036.0,437430.0,737.0,123134.0,6163.0,114038.0,65522.0,77.0,16708.0,2041354.0,3501171.0,445116984.0,0.9398569264555596,2136812,61.0,1158021,206338,1053793,1083019,0,0,54367615,19.8,20.0,1777510,1501279,0.844597,276231,82.7,293535.0,12584826.0,0.0233245179551946,430115.0,557649.0,0.7713005851350939,5061.0,865828.0,0.0058452718091815,0.0188417386747859,0.0,48.0,510730.0,0.8138423147649445,368614,429352,455171,0.9432762632065752,3725217,0.0162348174240075,3921,0.0685503690120602,0.1152555676622328,1.2220969817034988,,,,,,,,,,,
576,S1,A1,5,F9,8,5,S1,A1,5,F9,8,5,7288.0,1493.0,13.0,0.0,224.0,9.0,197.0,285.0,900.0,207.0,2.0,149.0,0.0,205.0,1195.0,5853.0,700199.0,0.8031009879253568,4299,73.4,1031,523,0,0,2482,1817,107138,79.2,2.1,2.8,3913,3228,0.824942,685,7288.0,1611.0,102.0,0.0,1.0,197.0,830.0,2.0,177.0,7.0,136.0,12.0,0.0,18.0,2371.0,5910.0,751169.0,0.8109220636663008,4057,68.6,1490,363,2347,1710,0,0,109260,3.2,3.6,3612,3080,0.852713,532,76.3,320.0,29966.0,0.0106787692718414,1031.0,1388.0,0.7427953890489913,4.0,2036.0,0.0019646365422396,4.46721129743632e-05,0.0,0.0,1197.0,0.9835661462612982,76,76,116,0.6551724137931034,7288,3.176173344698235e-05,10,0.0821212952799121,0.0104281009879253,0.1107871720116618,,,,,,,,,,,
577,S1,A1,5,G10,9,6,S1,A1,5,G10,9,6,8761.0,1591.0,2.0,0.0,128.0,28.0,244.0,349.0,839.0,435.0,8.0,207.0,0.0,206.0,1800.0,7186.0,862447.0,0.8202260015979911,5297,73.7,1303,586,0,0,2870,2427,125346,73.8,1.9,2.1,4801,3913,0.815039,888,8761.0,1717.0,126.0,0.0,7.0,211.0,1119.0,1.0,308.0,15.0,192.0,21.0,0.0,21.0,3415.0,7216.0,924173.0,0.8236502682342198,4921,68.2,1787,508,2599,2322,0,0,127928,2.8,2.7,4139,3456,0.834984,683,72.1,152.0,36572.0,0.0041561850596084,1160.0,1709.0,0.6787595084844938,5.0,2378.0,0.0021026072329688,5.593461484944508e-05,0.0,0.0,1526.0,0.9713558243157224,74,111,180,0.6166666666666667,8761,3.818119466643967e-05,16,0.0870905147814176,0.0126697865540463,0.124859392575928,,,,,,,,,,,
578,S1,A1,5,G21,20,6,S1,A1,5,G21,20,6,2498438.0,184157.0,9193.0,479.0,61894.0,6400.0,88843.0,126166.0,299999.0,80779.0,57111.0,50177.0,33.0,69079.0,691285.0,2300281.0,274954711.0,0.9206876456409964,1534324,66.7,592043,173914,0,0,765386,768938,36694520,80.3,10.3,10.4,1393010,1148297,0.824328,244713,2498438.0,234074.0,44493.0,230.0,8260.0,53828.0,306151.0,500.0,82595.0,3895.0,63237.0,32444.0,50.0,7387.0,1223966.0,2326242.0,296179608.0,0.9310785378704616,1415074,60.8,768759,142409,705971,709103,0,0,36170204,11.5,11.3,1193743,1007539,0.844017,186204,80.5,160907.0,9393525.0,0.0171295653122762,309950.0,410308.0,0.7554081324273473,3209.0,634866.0,0.0050546099491861,0.0142269771414501,0.0,14.0,383779.0,0.8906100246683236,153486,179321,195786,0.915903077850306,2498438,0.0108884085880641,2621,0.0768037870061214,0.0717732439228029,0.7327778549653882,,,,,,,,,,,
579,S1,A1,5,G22,21,6,S1,A1,5,G22,21,6,3323485.0,282627.0,11935.0,1261.0,85298.0,7412.0,108997.0,159706.0,382899.0,46786.0,152529.0,69523.0,157.0,90617.0,1046724.0,2996565.0,353794110.0,0.9016333758088272,1898283,63.3,876743,221539,0,0,948284,949999,45777252,73.6,11.1,11.2,1715900,1405373,0.81903,310527,3323485.0,343167.0,58187.0,131.0,12645.0,68755.0,395945.0,565.0,105128.0,5337.0,90476.0,70687.0,18.0,11772.0,1840054.0,3095402.0,388034318.0,0.931372339577281,1803110,58.3,1109437,182855,897627,905483,0,0,46166010,14.2,13.9,1512897,1269940,0.839409,242957,74.3,64298.0,11584412.0,0.0055503896097618,343349.0,511723.0,0.6709665189956285,3131.0,793178.0,0.0039474115520097,0.0172939387214966,0.0,96.0,470407.0,0.8499017135093336,222733,265717,286157,0.9285706797317556,3323485,0.0144840346713836,3665,0.0707701403797519,0.0799513161636053,0.8556941725061831,,,,,,,,,,,
580,S1,A1,5,G9,8,6,S1,A1,5,G9,8,6,8684.0,1800.0,0.0,0.0,161.0,24.0,210.0,357.0,1079.0,287.0,4.0,229.0,0.0,235.0,1762.0,6889.0,824263.0,0.7932980193459236,4942,71.7,1320,627,0,0,2515,2427,125645,75.7,0.9,1.4,4585,3746,0.817012,839,8684.0,2008.0,107.0,0.0,1.0,140.0,939.0,1.0,284.0,13.0,245.0,8.0,0.0,22.0,3131.0,6916.0,883827.0,0.7964071856287425,4592,66.4,1894,430,2258,2334,0,0,123227,1.1,1.4,3986,3334,0.836427,652,79.0,393.0,37015.0,0.0106173173037957,1181.0,1596.0,0.7399749373433584,9.0,2626.0,0.0034272658035034,5.593754426437504e-05,0.0,0.0,1478.0,0.9912810194500336,15,15,45,0.3333333333333333,8684,3.784562201613539e-05,4,0.0850990327038231,0.001727314601566,0.0178571428571428,,,,,,,,,,,
581,S1,A1,5,H10,9,7,S1,A1,5,H10,9,7,15724.0,1627.0,13.0,0.0,411.0,31.0,651.0,694.0,2016.0,617.0,12.0,393.0,0.0,490.0,5619.0,14110.0,1690599.0,0.8973543627575681,10002,70.9,2637,1471,0,0,5354,4648,244841,73.0,1.1,1.2,9147,7420,0.811195,1727,15724.0,2064.0,255.0,0.0,13.0,313.0,1991.0,1.0,514.0,36.0,449.0,10.0,0.0,24.0,6477.0,14077.0,1802762.0,0.8952556601373697,9114,64.7,3760,1203,4821,4293,0,0,235562,1.5,1.5,7726,6440,0.833549,1286,74.7,279.0,72825.0,0.0038311019567456,2236.0,3252.0,0.6875768757687577,18.0,4788.0,0.0037593984962406,0.0001116176661917,0.0,0.0,2971.0,0.9860604049120478,97,105,218,0.481651376146789,15724,6.852655004395587e-05,17,0.0944734164334774,0.0066776901551767,0.0607638888888888,,,,,,,,,,,
582,S1,A1,5,H21,20,7,S1,A1,5,H21,20,7,3094755.0,285581.0,12299.0,868.0,73946.0,8912.0,106823.0,112197.0,344506.0,150164.0,96650.0,91400.0,122.0,80778.0,822971.0,2747504.0,327454035.0,0.8877937025709628,1761374,64.1,773843,212287,0,0,881681,879693,42677928,83.3,10.2,10.4,1600657,1313210,0.820419,287447,3094755.0,333640.0,53782.0,145.0,10458.0,61511.0,363875.0,537.0,99476.0,4965.0,109938.0,48741.0,5.0,9529.0,1568892.0,2809885.0,356249918.0,0.9079507101531462,1650471,58.7,987815,171599,826086,824385,0,0,42790916,11.9,11.8,1390242,1168589,0.840565,221653,83.4,287716.0,11204339.0,0.0256789802593441,388605.0,488853.0,0.7949322188878866,4571.0,765669.0,0.0059699426253381,0.016810850370105,0.0136986301369863,73.0,454677.0,0.893099587507366,153783,179844,199383,0.9020026782624396,3094755,0.0134872095765252,3198,0.0734592883766243,0.0581125161765632,0.6256575102279369,,,1.0,1.0,,,2.0,,2.0,,Foxg1
583,S1,A1,5,H22,21,7,S1,A1,5,H22,21,7,4105044.0,547072.0,21192.0,1353.0,93105.0,12500.0,115965.0,179110.0,411745.0,159168.0,132246.0,181089.0,98.0,101505.0,1018472.0,3405978.0,406166718.0,0.8297056012067106,2170121,63.7,984018,251839,0,0,1074408,1095713,51171388,78.3,17.4,17.5,1978301,1618134,0.817941,360167,4105044.0,611042.0,70356.0,129.0,15289.0,75620.0,432459.0,759.0,116999.0,5623.0,210851.0,65693.0,6.0,15902.0,2064200.0,3484710.0,441076968.0,0.8488849327802577,2027600,58.2,1250017,207093,998617,1028983,0,0,51394907,20.0,19.0,1688428,1411389,0.835919,277039,78.9,236081.0,12837265.0,0.0183902879624281,404898.0,569427.0,0.7110621730265688,4879.0,878992.0,0.0055506762291351,0.0192900090988506,0.0,30.0,520252.0,0.8164580998923425,385059,454874,480293,0.9470760556576924,4105044,0.0178901362947494,4184,0.0633674084857555,0.1108085564978109,1.2629495124497456,,,,,,,,,,,
584,S1,A1,5,H9,8,7,S1,A1,5,H9,8,7,8062.0,1541.0,3.0,0.0,119.0,1.0,245.0,327.0,905.0,540.0,12.0,212.0,0.0,219.0,1874.0,6550.0,783369.0,0.8124534854874721,5005,76.4,1121,424,0,0,2358,2647,128012,70.8,0.8,1.5,4559,3775,0.828032,784,8062.0,1720.0,107.0,0.0,3.0,131.0,1093.0,0.0,224.0,30.0,216.0,11.0,0.0,20.0,4648.0,6536.0,829790.0,0.8107169436864302,4460,68.2,1644,432,2042,2418,0,0,118402,1.6,1.4,3971,3371,0.848905,600,73.4,340.0,34636.0,0.0098163760249451,975.0,1433.0,0.680390788555478,7.0,2483.0,0.0028191703584373,5.176019857425785e-05,0.0,17.0,1378.0,0.9956647398843932,16,17,39,0.4358974358974359,8062,3.513489229549557e-05,2,0.0854626643512776,0.0021086579012651,0.021656050955414,,,,,,,,,,,
585,S1,A1,5,I10,9,8,S1,A1,5,I10,9,8,11527.0,5047.0,1.0,0.0,145.0,8.0,151.0,130.0,601.0,228.0,0.0,2541.0,0.0,128.0,1641.0,4275.0,497359.0,0.370868395939967,3051,71.4,878,346,0,0,1561,1490,76280,79.9,2.8,2.9,2886,2338,0.810118,548,11527.0,4389.0,50.0,0.0,4.0,128.0,507.0,1.0,130.0,5.0,2910.0,0.0,0.0,3.0,6805.0,4913.0,588229.0,0.4262167085972065,2416,49.2,2228,269,1240,1176,0,0,64279,2.8,3.0,2082,1723,0.82757,359,80.2,505.0,22633.0,0.0223125524676357,696.0,926.0,0.7516198704103672,7.0,1644.0,0.004257907542579,3.4538534377913095e-05,0.0,0.0,899.0,0.9911797133406836,19,19,40,0.475,11527,5.023566155918846e-05,4,0.0389954020994187,0.0016483039819554,0.0346083788706739,,,,,,,,,,,
586,S1,A1,5,I21,20,8,S1,A1,5,I21,20,8,3079721.0,246654.0,16676.0,1184.0,69949.0,10806.0,92476.0,188113.0,323256.0,124452.0,220943.0,71289.0,75.0,78599.0,840421.0,2662862.0,317278724.0,0.8646439076786501,1813458,68.1,651642,197762,0,0,895977,917481,42775321,82.0,19.2,19.4,1647270,1354648,0.822359,292622,3079721.0,294540.0,59703.0,186.0,15289.0,59863.0,335094.0,611.0,102574.0,4490.0,92724.0,109506.0,14.0,14948.0,1478320.0,2778919.0,353418373.0,0.9023281654409604,1757478,63.2,863901,157540,861082,896396,0,0,44310666,23.2,22.5,1457902,1224872,0.840161,233030,82.4,210850.0,10135971.0,0.0208021510716634,337842.0,447517.0,0.75492551120963,3963.0,692210.0,0.0057251412143713,0.0152746421116935,0.0,47.0,411130.0,0.7821334266777259,349685,413347,433409,0.9537111596667353,3079721,0.0134216901060749,3993,0.0667479294390628,0.1342157292819706,1.412558137945411,,,,,,,,,,,
587,S1,A1,5,I22,21,8,S1,A1,5,I22,21,8,4294037.0,566764.0,28881.0,2023.0,95877.0,16515.0,132300.0,212873.0,421449.0,179570.0,127785.0,91239.0,168.0,102221.0,1059718.0,3690853.0,439641102.0,0.8595298550059071,2522285,68.3,912180,256388,0,0,1250627,1271658,58924727,83.5,24.8,25.5,2279305,1873913,0.822142,405392,4294037.0,611168.0,83196.0,157.0,22111.0,79190.0,436853.0,790.0,135407.0,6571.0,136502.0,62930.0,28.0,21570.0,2236485.0,3787967.0,478128123.0,0.8821458687943303,2309064,61.0,1274687,204216,1144607,1164457,0,0,57938366,26.2,25.6,1886292,1578084,0.836606,308208,83.7,310124.0,13175400.0,0.0235381088999195,442628.0,579190.0,0.7642189954937068,5305.0,903518.0,0.0058714934290185,0.0197744076310696,0.0147058823529411,68.0,534580.0,0.7491311659192825,630935,734729,762051,0.9641467565819084,4294037,0.018713784111619,4480,0.0622467854841492,0.171104487455511,1.8123869923753,,,,,,,,,,,
588,S1,A1,5,I9,8,8,S1,A1,5,I9,8,8,23851.0,8237.0,1.0,0.0,168.0,1.0,172.0,201.0,781.0,299.0,1.0,9805.0,0.0,185.0,4113.0,8197.0,800588.0,0.3436753175967464,4321,52.7,3440,436,0,0,2094,2227,105645,80.5,1.6,3.0,3991,3258,0.816337,733,23851.0,5406.0,77.0,0.0,21.0,136.0,777.0,8.0,283.0,20.0,10980.0,5.0,0.0,8.0,53555.0,8728.0,985453.0,0.3659385350719047,3215,36.8,5099,414,1528,1687,0,0,81687,1.8,2.7,2731,2286,0.837056,445,83.4,573.0,28213.0,0.0203097862687413,1002.0,1253.0,0.7996807661612131,13.0,1977.0,0.0065756196256954,4.382734294393715e-05,0.0,0.0,1170.0,0.9932088285229204,36,36,141,0.2553191489361702,23851,0.0001039447179533,5,0.0245272734895811,0.0015093706762819,0.0490463215258855,,,,,,,,,,,
589,S1,A1,5,J10,9,9,S1,A1,5,J10,9,9,34362.0,15371.0,2.0,0.0,127.0,7.0,162.0,147.0,845.0,340.0,12.0,13776.0,0.0,177.0,3702.0,6581.0,690962.0,0.1915197019963913,3874,58.9,2162,545,0,0,2040,1834,95854,81.7,3.6,3.8,3629,2943,0.810967,686,34362.0,13010.0,105.0,0.0,12.0,124.0,760.0,13.0,263.0,15.0,14874.0,18.0,0.0,7.0,27738.0,8232.0,896201.0,0.2395669635061987,2917,35.4,4898,417,1647,1270,0,0,75293,2.7,3.5,2545,2118,0.83222,427,75.8,568.0,26467.0,0.0214606868931121,921.0,1148.0,0.8022648083623694,13.0,1726.0,0.007531865585168,4.143401094616314e-05,0.0,0.0,1091.0,0.9802336028751124,72,80,201,0.3980099502487562,34362,0.000149752563763,12,0.0158750945812234,0.00232815319248,0.1164483260553129,,,,,,,,,,,
590,S1,A1,5,J21,20,9,S1,A1,5,J21,20,9,2862513.0,251796.0,11705.0,802.0,69825.0,7861.0,89183.0,134437.0,317531.0,110978.0,100469.0,60042.0,37.0,75591.0,793820.0,2564862.0,306150800.0,0.8960175901384553,1692263,66.0,668055,204544,0,0,839291,852972,40411845,80.2,13.0,13.5,1532820,1249405,0.815102,283415,2862513.0,309028.0,53860.0,262.0,9576.0,57219.0,329200.0,546.0,93669.0,4565.0,76605.0,75460.0,37.0,9719.0,1407134.0,2592866.0,329416047.0,0.9058006024776132,1565766,60.4,860822,166278,777356,788410,0,0,40009524,14.3,13.8,1307771,1089339,0.832974,218432,80.2,206936.0,10738858.0,0.0192698329747911,353956.0,473475.0,0.7475706214689265,3908.0,732543.0,0.0053348404120986,0.0161752013847531,0.024390243902439,123.0,436248.0,0.8692848617208033,220589,259200,278819,0.929635354835933,2862513,0.0124750788823438,3200,0.0762001779555237,0.0905498071100463,0.9145566940469134,,,,,,,,,,,
591,S1,A1,5,J22,21,9,S1,A1,5,J22,21,9,962738.0,169927.0,8812.0,743.0,25402.0,4262.0,20708.0,47365.0,57858.0,38561.0,71336.0,25830.0,62.0,16811.0,374813.0,748728.0,88354372.0,0.7777069150693128,286227,38.2,429625,32876,0,0,135279,150948,5806089,91.8,70.8,69.5,244993,200811,0.81966,44182,962738.0,179034.0,15938.0,67.0,7631.0,16467.0,60349.0,197.0,23904.0,1280.0,36517.0,30131.0,6.0,6784.0,612329.0,797354.0,99254089.0,0.82821494529145,279934,35.1,488737,28683,130321,149613,0,0,6227776,74.4,71.6,204210,167898,0.822183,36312,93.2,7801.0,436078.0,0.0178890015089043,13454.0,16020.0,0.8398252184769038,161.0,25960.0,0.0062018489984591,0.0006830513130409,0.0,14.0,18884.0,0.2346013367455959,190139,220550,226460,0.973902675969266,962738,0.004195695353359,3201,0.0098074450161933,0.2290862103708381,4.991738904103388,,,,,33.0,11.0,44.0,,,44.0,Safe
592,S1,A1,5,J9,8,9,S1,A1,5,J9,8,9,11955.0,5209.0,1.0,0.0,118.0,22.0,204.0,179.0,739.0,269.0,7.0,2182.0,0.0,154.0,2045.0,4995.0,579923.0,0.4178168130489335,3409,68.2,1129,457,0,0,1858,1551,85234,76.8,0.7,1.7,3177,2555,0.804218,622,11955.0,4092.0,108.0,0.0,2.0,85.0,681.0,27.0,158.0,5.0,2408.0,1.0,0.0,8.0,11359.0,6237.0,746753.0,0.5217063989962358,2800,44.9,3048,389,1513,1287,0,0,74221,1.3,2.1,2408,1979,0.821844,429,69.5,354.0,25720.0,0.0137636080870917,886.0,1322.0,0.670196671709531,10.0,1808.0,0.0055309734513274,3.8935952364643215e-05,0.0,0.0,1047.0,0.9961941008563272,10,12,76,0.1578947368421052,11955,5.210092252451619e-05,2,0.0437892095357591,0.0010037641154328,0.0192616372391653,,,,,,,,,,,
593,S1,A1,5,K10,9,10,S1,A1,5,K10,9,10,2798.0,297.0,5.0,0.0,80.0,17.0,86.0,139.0,387.0,149.0,0.0,64.0,0.0,62.0,756.0,2514.0,301815.0,0.8984989278055754,1803,71.7,504,207,0,0,909,894,43572,78.2,2.5,3.4,1673,1397,0.835027,276,2798.0,350.0,34.0,0.0,2.0,50.0,467.0,1.0,113.0,19.0,107.0,0.0,0.0,0.0,1447.0,2507.0,318397.0,0.8959971408148678,1684,67.2,710,113,828,856,0,0,44266,2.1,2.9,1450,1232,0.849655,218,71.3,218.0,11881.0,0.018348623853211,364.0,511.0,0.7123287671232876,8.0,806.0,0.009925558312655,1.850401558193298e-05,0.0,0.0,487.0,0.98582995951417,32,32,37,0.8648648648648649,2798,1.2193925656511607e-05,4,0.0870264474624731,0.0114367405289492,0.1155234657039711,,,,,,,,,,,
594,S1,A1,5,K21,20,10,S1,A1,5,K21,20,10,4026272.0,350462.0,20107.0,1425.0,93704.0,13766.0,129467.0,202616.0,437121.0,139339.0,115381.0,94690.0,107.0,105388.0,1192029.0,3642794.0,434211886.0,0.9047560621835784,2447055,67.2,923462,272277,0,0,1217772,1229282,57338330,80.4,19.3,19.5,2198029,1801778,0.819724,396251,4026272.0,428105.0,75809.0,79.0,17436.0,78546.0,455410.0,709.0,136577.0,6298.0,125651.0,71224.0,9.0,18128.0,1984460.0,3686518.0,467264625.0,0.9156157358469572,2255987,61.2,1214040,216491,1119335,1136652,0,0,56597627,20.8,19.7,1849946,1547400,0.836457,302546,80.4,144209.0,13611426.0,0.0105947018335918,428894.0,589436.0,0.7276345523517397,4044.0,916760.0,0.0044111872245734,0.0204427660973525,0.0,80.0,557115.0,0.7972487002663148,481392,574412,601329,0.9552374823100166,4026272,0.0175468411154018,4779,0.0691849681293265,0.1426659699096335,1.449612872616416,13.0,,,,,,13.0,13.0,,,Dnmt3a
